checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
100,31,proximal-replay,2,said,Gilbert,94,94,94,,3,4,49,"[{""word"": ""Gilbert"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""come"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""fry"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""place"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""be"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,45
100,31,proximal-replay,3,Dick,And,69,69,69,,2,3,53,"[{""word"": ""And"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""such"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""men"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""remorsefully"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""poor"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,73
100,31,proximal-replay,4,",",opening,78,78,78,,1,4,39,"[{""word"": ""opening"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""We"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Happy"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""challenge"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""do"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,82
100,32,proximal-replay,1,one,I,96,96,96,,2,4,54,"[{""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""pardon"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""`"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""we"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Great"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,54
100,32,proximal-replay,2,after,'ve,91,91,91,,4,4,50,"[{""word"": ""'ve"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""minister"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""them"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ca"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Oh"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,36
100,32,proximal-replay,3,the,come,51,51,51,,5,5,40,"[{""word"": ""come"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""challenge"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""seen"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""his"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""our"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,28
100,32,proximal-replay,4,other,back,26,26,26,,7,9,47,"[{""word"": ""back"", ""timed_overlap"": 7, ""column_overlap"": 9}, {""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""now"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""how"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""and"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,18
100,33,proximal-replay,1,humanity,humanity,26,26,26,,8,8,40,"[{""word"": ""humanity"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""The"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""to"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""only"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""old"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,19
100,33,proximal-replay,2,must,must,16,16,16,,9,9,48,"[{""word"": ""must"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""excuse"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""doctor"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""came"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""praised"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,10
100,33,proximal-replay,3,pay,pay,34,34,34,,6,6,50,"[{""word"": ""pay"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""he"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""wise"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""wilt"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""brave"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,19,10,19
100,33,proximal-replay,4,for,for,30,30,30,,7,7,41,"[{""word"": ""for"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""visitors"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""think"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""am"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""has"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,19
100,34,proximal-replay,1,another,poor,96,96,96,,2,3,39,"[{""word"": ""poor"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""somehow"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""growled"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""mutinously"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""save"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,63
100,34,proximal-replay,2,laughed,Rogers,73,73,73,,4,4,47,"[{""word"": ""Rogers"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""spoke"", ""timed_overlap"": 2, ""column_overlap"": 5}, {""word"": ""fine"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""in"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""how"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,54
100,34,proximal-replay,3,",",had,30,30,30,,7,7,48,"[{""word"": ""had"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""back"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""its"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""therefore"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""save"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,28
100,34,proximal-replay,4,and,no,54,54,54,,5,6,42,"[{""word"": ""no"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""such"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""months"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""face"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""well"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,37,10,28
100,35,proximal-replay,1,me,me,35,35,35,,9,9,46,"[{""word"": ""me"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""mount"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""hair"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""fall"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""1715"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,46,10,9
100,35,proximal-replay,2,",",",",21,21,21,,9,9,45,"[{""word"": "","", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""but"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""then"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,0
100,35,proximal-replay,3,',',37,37,37,,5,5,46,"[{""word"": ""'"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""I"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""teeth"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""bringing"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""thing"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,10,10,47
100,35,proximal-replay,4,answered,said,39,39,39,,6,6,47,"[{""word"": ""said"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""answered"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""At"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Bagheera"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""anxious"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,28
100,36,proximal-replay,1,said,said,38,38,38,,6,6,43,"[{""word"": ""said"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""answered"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""should"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""pink"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""ones"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,19
100,36,proximal-replay,2,the,Puck,42,42,42,,7,7,44,"[{""word"": ""Puck"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""they"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""deep"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""jealousy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""ride"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,28,10,18
100,36,proximal-replay,3,bear,calmly,41,41,41,,5,6,45,"[{""word"": ""calmly"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""sentence"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""world"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""was"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""prince"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,28,10,45
100,36,proximal-replay,4,",",",",63,63,63,,4,4,42,"[{""word"": "","", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""leafy"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""pile"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""should"", ""timed_overlap"": 1, ""column_overlap"": 5}]",completed,55,10,45
100,37,proximal-replay,1,even,easel,95,95,95,,2,3,60,"[{""word"": ""easel"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""when"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""can"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""and"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,54
100,37,proximal-replay,2,if,stood,48,48,48,,4,4,26,"[{""word"": ""stood"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""whenever"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""into"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sustaining"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""tried"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,46
100,37,proximal-replay,3,you,beneath,66,66,66,,4,4,43,"[{""word"": ""beneath"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""challenge"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""the"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""ambitions"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""bear"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,27
100,37,proximal-replay,4,tried,these,24,24,24,,8,8,55,"[{""word"": ""these"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""full"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""with"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""deny"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Clow"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,37,10,19
100,38,proximal-replay,1,and,and,54,54,54,,2,5,45,"[{""word"": ""and"", ""timed_overlap"": 2, ""column_overlap"": 5}, {""word"": ""beauty"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""O"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fish"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""now"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,72
100,38,proximal-replay,2,drop,`,95,95,95,,2,3,45,"[{""word"": ""`"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""head"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""torrents"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Emmy"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""made"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,65
100,38,proximal-replay,3,remorsefully,so,88,88,88,,3,3,57,"[{""word"": ""so"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""little"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""The"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""That"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Look"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,65
100,38,proximal-replay,4,at,--,57,57,57,,7,7,49,"[{""word"": ""--"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""months"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""of"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""``"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""o"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,0
100,39,proximal-replay,1,spoke,spoke,73,73,73,,3,3,45,"[{""word"": ""spoke"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""came"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""tasted"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""how"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""beneath"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,45
100,39,proximal-replay,2,in,in,80,80,80,,5,5,39,"[{""word"": ""in"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""his"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""heart"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""heard"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""torrents"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,27
100,39,proximal-replay,3,soft,soft,50,50,50,,7,7,51,"[{""word"": ""soft"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""all"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""poor"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""down"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""remorsefully"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,37,10,28
100,39,proximal-replay,4,and,and,20,20,20,,5,8,40,"[{""word"": ""and"", ""timed_overlap"": 5, ""column_overlap"": 8}, {""word"": ""Emmy"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""howled"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""calmly"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": "","", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,46
100,40,proximal-replay,1,of,of,47,47,47,,6,6,42,"[{""word"": ""of"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""once"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""wind"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Now"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""long"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,37,10,36
100,40,proximal-replay,2,the,the,69,69,69,,4,4,37,"[{""word"": ""the"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""Puck"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""skins"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Spirit"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""bearing"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,46,10,46
100,40,proximal-replay,3,desert,axe,93,93,93,,5,5,54,"[{""word"": ""axe"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""o"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""present"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""sentence"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""1715"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,55,10,36
100,40,proximal-replay,4,appeared,and,46,46,46,,8,8,39,"[{""word"": ""and"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""too"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Emmy"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""let"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,18
100,41,proximal-replay,1,girl,girl,9,9,9,,9,9,41,"[{""word"": ""girl"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""lord"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""queen"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""with"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""'ve"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,10
100,41,proximal-replay,2,in,in,38,38,38,,5,5,39,"[{""word"": ""in"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""hearth"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fire"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""growled"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""grown"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,10
100,41,proximal-replay,3,the,the,33,33,33,,5,5,42,"[{""word"": ""the"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""all"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""forward"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""bearing"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""skins"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,19,10,47
100,41,proximal-replay,4,world,pink,92,92,92,,4,4,37,"[{""word"": ""pink"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""world"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""axe"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""prince"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""His"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,55,10,45
100,42,proximal-replay,1,",",--,33,33,33,,7,7,41,"[{""word"": ""--"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": "","", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""never"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""``"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,9
100,42,proximal-replay,2,not,oh,30,30,30,,7,7,40,"[{""word"": ""oh"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""statelier"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""that"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""into"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""made"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,19,10,18
100,42,proximal-replay,3,exactly,",",20,20,20,,10,10,44,"[{""word"": "","", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""back"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Great"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,0
100,42,proximal-replay,4,.,it,50,50,50,,5,6,46,"[{""word"": ""it"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""and"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""thing"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""only"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,10,10,46
100,43,proximal-replay,1,her,let,92,92,92,,3,3,46,"[{""word"": ""let"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""seen"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""her"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bared"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""would"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,46,10,45
100,43,proximal-replay,2,ambitions,go,83,83,83,,3,3,45,"[{""word"": ""go"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""him"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""'ve"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""To"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""on"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,46
100,43,proximal-replay,3,last,beauty,65,65,65,,2,3,46,"[{""word"": ""beauty"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""now"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""O"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""fish"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ought"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,55,10,74
100,43,proximal-replay,4,night,certainly,56,56,56,,2,3,53,"[{""word"": ""certainly"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Bagheera"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Instead"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fire"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,76
100,44,proximal-replay,1,chop,save,55,55,55,,4,4,49,"[{""word"": ""save"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""pudding"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""always"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""When"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""had"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,27
100,44,proximal-replay,2,it,her,51,51,51,,2,2,38,"[{""word"": ""her"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""silver"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heart"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""word"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""up"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,45
100,44,proximal-replay,3,off,window,69,69,69,,5,5,40,"[{""word"": ""window"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""The"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""humanity"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""let"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""face"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,55,10,27
100,44,proximal-replay,4,",",that,53,53,53,,5,6,36,"[{""word"": ""that"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""look"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""To"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""salt"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""horses"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,38
100,45,proximal-replay,1,awful,awful,40,40,40,,5,5,33,"[{""word"": ""awful"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""some"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""close"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""she"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Cursed"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,0
100,45,proximal-replay,2,early,early,8,8,8,,7,7,29,"[{""word"": ""early"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""take"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ride"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Molly"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""fire"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,10,10,29
100,45,proximal-replay,3,",",",",27,27,27,,5,6,41,"[{""word"": "","", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""and"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""pretence"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""early"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,46
100,45,proximal-replay,4,and,and,98,98,98,,3,4,53,"[{""word"": ""and"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""common"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""well"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""axe"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""should"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,55,10,63
100,46,proximal-replay,1,--,--,42,42,42,,9,9,45,"[{""word"": ""--"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""``"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""o"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""highness"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""put"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,9
100,46,proximal-replay,2,it,it,26,26,26,,10,10,46,"[{""word"": ""it"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""save"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Square"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""only"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""visitors"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,19,10,0
